year,measure,value
2006,95% credible interval lower bound,92.5144652214786
2007,95% credible interval lower bound,89.1201754446027
2008,95% credible interval lower bound,88.2023706816319
2009,95% credible interval lower bound,89.316799246046
2010,95% credible interval lower bound,89.5028373999048
2011,95% credible interval lower bound,89.4940491703707
2012,95% credible interval lower bound,86.2413025787687
2013,95% credible interval lower bound,86.9645565327301
2014,95% credible interval lower bound,85.2757950205584
2015,95% credible interval lower bound,82.7138760699179
2016,95% credible interval lower bound,79.3919072009855
1970,95% credible interval upper bound,100.0
1971,95% credible interval upper bound,102.177955104463
1972,95% credible interval upper bound,102.56408706782
1973,95% credible interval upper bound,102.473893667013
1974,95% credible interval upper bound,102.203559698895
1975,95% credible interval upper bound,102.157149357681
1976,95% credible interval upper bound,101.772404814643
1977,95% credible interval upper bound,100.269042704873
1978,95% credible interval upper bound,99.2008993550833
1979,95% credible interval upper bound,98.4668836271579
1980,95% credible interval upper bound,97.5155423789604
1981,95% credible interval upper bound,96.7441206350037
1982,95% credible interval upper bound,97.0628745521432
1983,95% credible interval upper bound,97.3173085247809
1984,95% credible interval upper bound,96.9314189343678
1985,95% credible interval upper bound,95.7113888278686
1986,95% credible interval upper bound,94.7038012492047
1987,95% credible interval upper bound,94.3653223026678
1988,95% credible interval upper bound,94.0634501914183
1989,95% credible interval upper bound,94.5779671430213
1990,95% credible interval upper bound,95.2133185038125
1991,95% credible interval upper bound,95.1058776771911
1992,95% credible interval upper bound,94.6227381213769
1993,95% credible interval upper bound,94.2642219902639
1994,95% credible interval upper bound,94.7305682680346
1995,95% credible interval upper bound,96.1412728069813
1996,95% credible interval upper bound,96.8559237783093
1997,95% credible interval upper bound,96.9756396225404
1998,95% credible interval upper bound,95.9382908074008
1999,95% credible interval upper bound,95.7680464168474
2000,95% credible interval upper bound,96.230282212017
2001,95% credible interval upper bound,97.2421264661158
2002,95% credible interval upper bound,97.9024276532213
2003,95% credible interval upper bound,98.6362766871868
2004,95% credible interval upper bound,98.1449009891927
2005,95% credible interval upper bound,97.9702651393257
2006,95% credible interval upper bound,97.811950059159
2007,95% credible interval upper bound,94.4168092706549
2008,95% credible interval upper bound,93.4694568182173
2009,95% credible interval upper bound,94.6697909023159
2010,95% credible interval upper bound,95.1989300112272
2011,95% credible interval upper bound,95.1269044760244
2012,95% credible interval upper bound,92.118106703824
2013,95% credible interval upper bound,93.0507148453872
2014,95% credible interval upper bound,91.5168683229451
2015,95% credible interval upper bound,89.6467197061996
2016,95% credible interval upper bound,87.9418621941372
