year,measure,value
1988,Smoothed index,63.25144810749382
1989,Smoothed index,62.760570072922505
1990,Smoothed index,61.92935069589242
1991,Smoothed index,60.16014380000513
1992,Smoothed index,57.81122558155125
1993,Smoothed index,55.70054330782676
1994,Smoothed index,54.51462346835674
1995,Smoothed index,53.99041701071994
1996,Smoothed index,53.43554279233233
1997,Smoothed index,52.57151077654202
1998,Smoothed index,51.587873500209845
1999,Smoothed index,50.88545329594049
2000,Smoothed index,50.63006673767387
2001,Smoothed index,50.69181575940616
2002,Smoothed index,50.881834732094845
2003,Smoothed index,51.0294795300554
2004,Smoothed index,50.96743566275848
2005,Smoothed index,50.51005488922949
2006,Smoothed index,49.56093889494018
2007,Smoothed index,48.357456709577136
2008,Smoothed index,47.37602692784432
2009,Smoothed index,46.66576443003837
2010,Smoothed index,46.18111506308727
2011,Smoothed index,45.64713153394065
2012,Smoothed index,44.817981376878265
2013,Smoothed index,43.786033925656426
2014,Smoothed index,43.00477340931642
2015,Smoothed index,42.4905492886994
2016,Smoothed index,42.02064321109841
2017,Smoothed index,41.55622496410074
2018,Smoothed index,40.97767845223741
2019,Smoothed index,40.34789878104782
1970,95% confidence interval lower bound,100.0
1971,95% confidence interval lower bound,97.27348007969634
1972,95% confidence interval lower bound,95.33204779561348
1973,95% confidence interval lower bound,93.95067527639058
1974,95% confidence interval lower bound,94.18248734358428
1975,95% confidence interval lower bound,95.35505665482812
1976,95% confidence interval lower bound,96.18368927660146
1977,95% confidence interval lower bound,95.55183230468562
1978,95% confidence interval lower bound,92.2567241574843
1979,95% confidence interval lower bound,88.71738632172193
1980,95% confidence interval lower bound,84.14111191952674
1981,95% confidence interval lower bound,79.59547682751287
1982,95% confidence interval lower bound,74.25685990284346
1983,95% confidence interval lower bound,70.06114586031124
1984,95% confidence interval lower bound,66.4155272604369
1985,95% confidence interval lower bound,62.54999691730389
1986,95% confidence interval lower bound,59.03855316984755
1987,95% confidence interval lower bound,56.73023285669699
1988,95% confidence interval lower bound,55.309095510669856
1989,95% confidence interval lower bound,54.85001913203735
1990,95% confidence interval lower bound,53.91314582323733
1991,95% confidence interval lower bound,51.76401019515515
1992,95% confidence interval lower bound,49.66532361544001
1993,95% confidence interval lower bound,47.92191624020025
1994,95% confidence interval lower bound,47.005041597586185
1995,95% confidence interval lower bound,46.679048557969146
1996,95% confidence interval lower bound,45.97230584835521
1997,95% confidence interval lower bound,45.09122443617454
1998,95% confidence interval lower bound,44.449206190449175
1999,95% confidence interval lower bound,43.89199337307899
2000,95% confidence interval lower bound,43.73601811499955
2001,95% confidence interval lower bound,43.80135531229897
2002,95% confidence interval lower bound,43.94710129103537
2003,95% confidence interval lower bound,43.985222261215846
2004,95% confidence interval lower bound,43.873870880226775
2005,95% confidence interval lower bound,43.48816897870344
2006,95% confidence interval lower bound,42.71529369798057
2007,95% confidence interval lower bound,41.71147589999987
2008,95% confidence interval lower bound,40.916420125307305
2009,95% confidence interval lower bound,40.21479130150563
2010,95% confidence interval lower bound,39.66470087354138
2011,95% confidence interval lower bound,39.10332370572974
2012,95% confidence interval lower bound,38.3442739530808
2013,95% confidence interval lower bound,37.46067666335284
2014,95% confidence interval lower bound,36.79383914284971
2015,95% confidence interval lower bound,36.345838600996096
2016,95% confidence interval lower bound,36.0941031334704
2017,95% confidence interval lower bound,35.538820693550065
2018,95% confidence interval lower bound,34.984181484268575
2019,95% confidence interval lower bound,34.289684598537114
1970,95% confidence interval upper bound,100.0
1971,95% confidence interval upper bound,100.58249148717168
1972,95% confidence interval upper bound,101.54898975007576
1973,95% confidence interval upper bound,103.15520675258271
1974,95% confidence interval upper bound,105.29999662262236
1975,95% confidence interval upper bound,108.36809601428236
1976,95% confidence interval upper bound,110.5579260317714
1977,95% confidence interval upper bound,110.2820011559427
1978,95% confidence interval upper bound,107.60083535818166
1979,95% confidence interval upper bound,103.65547497395002
1980,95% confidence interval upper bound,98.84858856015389
1981,95% confidence interval upper bound,93.84096217189688
1982,95% confidence interval upper bound,88.9059792587561
1983,95% confidence interval upper bound,84.54947952941535
1984,95% confidence interval upper bound,80.52894669927863
1985,95% confidence interval upper bound,76.55177980173676
1986,95% confidence interval upper bound,73.35061114411947
1987,95% confidence interval upper bound,71.64598865733585
1988,95% confidence interval upper bound,70.41946533124059
1989,95% confidence interval upper bound,69.41271444639246
1990,95% confidence interval upper bound,68.0389245492288
1991,95% confidence interval upper bound,66.11482526418186
1992,95% confidence interval upper bound,63.914608452270485
1993,95% confidence interval upper bound,61.5644785709643
1994,95% confidence interval upper bound,60.23420621680087
1995,95% confidence interval upper bound,59.60847837172132
1996,95% confidence interval upper bound,58.65485293537704
1997,95% confidence interval upper bound,57.904921959146506
1998,95% confidence interval upper bound,56.94579656584603
1999,95% confidence interval upper bound,56.11619078376184
2000,95% confidence interval upper bound,55.55124050833902
2001,95% confidence interval upper bound,55.53997577515496
2002,95% confidence interval upper bound,55.76600296795342
2003,95% confidence interval upper bound,55.93032545592001
2004,95% confidence interval upper bound,56.17848135453476
2005,95% confidence interval upper bound,55.724397035042486
2006,95% confidence interval upper bound,54.62085388055817
2007,95% confidence interval upper bound,53.25322087313205
2008,95% confidence interval upper bound,52.08260545627302
2009,95% confidence interval upper bound,51.38065853602411
2010,95% confidence interval upper bound,50.69897623700968
2011,95% confidence interval upper bound,49.96446677114491
2012,95% confidence interval upper bound,49.05115099976784
2013,95% confidence interval upper bound,48.00396234024416
2014,95% confidence interval upper bound,47.28533133949814
2015,95% confidence interval upper bound,46.717447574709645
2016,95% confidence interval upper bound,46.28668723722438
2017,95% confidence interval upper bound,45.4831703966121
2018,95% confidence interval upper bound,44.77764457616544
2019,95% confidence interval upper bound,44.34191413480441
